indexw,user,token,amount
22863,GXmM3Mb87X9SVvYfAf6MpNQGEFPvRhg699xzJHqSgEUH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2.733543
22864,GXmM3Mb87X9SVvYfAf6MpNQGEFPvRhg699xzJHqSgEUH,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.82980513
22865,GXmM3Mb87X9SVvYfAf6MpNQGEFPvRhg699xzJHqSgEUH,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.574601203
22866,73QEThNexT4vYDgAeP1N4C4qHehNekMoqBwb3UzAtdtN,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.93e-07
22867,73QEThNexT4vYDgAeP1N4C4qHehNekMoqBwb3UzAtdtN,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2020.236726
22868,GebUsvz2Xj2HKxoSPNw6DNyqC9qjZnjrqciKmbx4bDb4,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.597806092
22869,GebUsvz2Xj2HKxoSPNw6DNyqC9qjZnjrqciKmbx4bDb4,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.697910653
22870,6HvYqeaLmGXRJuKAtSSctNpp7RYCrTKPdkF5bbB7cxkW,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8.671075
22871,6HvYqeaLmGXRJuKAtSSctNpp7RYCrTKPdkF5bbB7cxkW,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.6e-08
22872,6bHu6PQdzw6RbWbkZHS53BqSMER1zBLqu9GYr2Ap75MB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1777.385569
22873,6bHu6PQdzw6RbWbkZHS53BqSMER1zBLqu9GYr2Ap75MB,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9.7e-08
22874,7eawG686he3uNaqKam4Q37C1HjYcC9qejxDWtA92QMs8,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,333.2752
22875,7eawG686he3uNaqKam4Q37C1HjYcC9qejxDWtA92QMs8,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.45e-07
22876,62nT1uBJYLZH31Zj6hoRmU5HSLTAUU7usDCrbd8NV9eK,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.614629
22877,62nT1uBJYLZH31Zj6hoRmU5HSLTAUU7usDCrbd8NV9eK,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.640669864
22878,H5iwsX8bLWD8PBgNF3szVxs8WQnDPLiMhTirJv7mE1PV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.540094
22879,H5iwsX8bLWD8PBgNF3szVxs8WQnDPLiMhTirJv7mE1PV,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,232.256348727
22880,H5iwsX8bLWD8PBgNF3szVxs8WQnDPLiMhTirJv7mE1PV,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,220.649296949
22881,2JpXPLPJbTZigM8U7ZDwTwPRbc5nyhMFGa2ytdcmcPKL,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,202.940596
22882,2JpXPLPJbTZigM8U7ZDwTwPRbc5nyhMFGa2ytdcmcPKL,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,4.4e-08
22883,GniRiygrBEz87ygEjrTMZrfTyWJcrzxLLgSLpSJazELT,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.2e-08
22884,88FsR1fRJ1eWm9MZYStFSFGjTn9PYDdw7epBp55VVv4E,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,288.230985
22885,88FsR1fRJ1eWm9MZYStFSFGjTn9PYDdw7epBp55VVv4E,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.39e-07
22886,BzJnwuXTX4XKCfvUSjgKm2gSECc7fEoydyrXUSCciQUH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,370.683418
22887,8rsvEwkWS4Hizf3XcuSDYuM1E6A8M5fo71m5mmJduCRx,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,146.025474
22888,8rsvEwkWS4Hizf3XcuSDYuM1E6A8M5fo71m5mmJduCRx,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,5.354344696
22889,EVQYpbqoFc3CDBfoj55jJVRxktEXVJqZyzzXtHFM2WKb,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.61e-07
22890,EVQYpbqoFc3CDBfoj55jJVRxktEXVJqZyzzXtHFM2WKb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4998.134706
22891,EVQYpbqoFc3CDBfoj55jJVRxktEXVJqZyzzXtHFM2WKb,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.84e-07
22892,3qLFoEyAN1DYd4xwPVrpgRZtwggDLLJxwcjXkn6EJQaM,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22893,3qLFoEyAN1DYd4xwPVrpgRZtwggDLLJxwcjXkn6EJQaM,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.05e-07
22894,3qLFoEyAN1DYd4xwPVrpgRZtwggDLLJxwcjXkn6EJQaM,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,18.720258
22895,3qLFoEyAN1DYd4xwPVrpgRZtwggDLLJxwcjXkn6EJQaM,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,6355.216100716
22896,4ALUooBrZynmxdMybW3m6su19uvZGBNzESqR79cUUfus,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.000000477
22897,4ALUooBrZynmxdMybW3m6su19uvZGBNzESqR79cUUfus,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,1.0
22898,4ALUooBrZynmxdMybW3m6su19uvZGBNzESqR79cUUfus,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,905.892731
22899,AuijKvMrTvE1Qan1jcwjZNibdqsFtk8HpM36N9TTLNwq,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,0.000962427
22900,8ZEbWZgSGBTtoXMJaFxPAFydNFA955cerAPbap1MP8Yw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.262413
22901,AVY6RdYfsuzxde6VvMteeZBrS4Ns8pTcYxMzZpEKyCtK,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.22e-07
22902,AU4Nxei5vJMnUJ4n7VXJCKDitW4cqYcadKKjrfmbYSu6,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,4.3e-08
22903,AU4Nxei5vJMnUJ4n7VXJCKDitW4cqYcadKKjrfmbYSu6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2017.056306
22904,CffWmUEJdWZEC26Twvo52ycc4c2s4g773LFbedycV3oE,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.5e-08
22905,CffWmUEJdWZEC26Twvo52ycc4c2s4g773LFbedycV3oE,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.413583
22906,7kzkzbxF23S7PVr8pdGmpJP4zg65ZXVzgecNMdytDJNA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.010822
22907,7kzkzbxF23S7PVr8pdGmpJP4zg65ZXVzgecNMdytDJNA,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.08e-07
22908,HebYKzYuEhP7zRkwZTPVGFCS9vWAEemU9tPkm3N9kYcJ,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.8e-07
22909,HebYKzYuEhP7zRkwZTPVGFCS9vWAEemU9tPkm3N9kYcJ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5.386211
22910,8UkYMw1p1zmmqVJfPuz2GoPyfb666J7pGBcF23s71tNB,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.166871346
22911,8UkYMw1p1zmmqVJfPuz2GoPyfb666J7pGBcF23s71tNB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.063375
22912,8UkYMw1p1zmmqVJfPuz2GoPyfb666J7pGBcF23s71tNB,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22913,8XDjL56NUipQVSCbRCpc3zy4iMjV5zz7GADgKiW7kKGq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2605.383792
22914,8XDjL56NUipQVSCbRCpc3zy4iMjV5zz7GADgKiW7kKGq,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.91e-07
22915,DZX6miPZsxMRAqY7A1tDvkUwWTeXdzYVEPR8RQo1PMkJ,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.184955622
22916,DZX6miPZsxMRAqY7A1tDvkUwWTeXdzYVEPR8RQo1PMkJ,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,277.072798011
22917,DZX6miPZsxMRAqY7A1tDvkUwWTeXdzYVEPR8RQo1PMkJ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3.520487
22918,2W5fDtNSgsCHMoaFoWkFsdKEKRPNv2EH7tQyNhyXHWck,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.07e-07
22919,2W5fDtNSgsCHMoaFoWkFsdKEKRPNv2EH7tQyNhyXHWck,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.060299
22920,2W5fDtNSgsCHMoaFoWkFsdKEKRPNv2EH7tQyNhyXHWck,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.010469337
22921,EqfQqSsfXyoSbrgRoRPGxSwPJmrmrZEnzraMQyHf4zXK,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.67e-07
22922,EqfQqSsfXyoSbrgRoRPGxSwPJmrmrZEnzraMQyHf4zXK,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,206.892351
22923,CnEverNDo7A3otn1pjT91MXpuNr1Bbf9Wo8rHkwtJwXT,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22924,CnEverNDo7A3otn1pjT91MXpuNr1Bbf9Wo8rHkwtJwXT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5.474745
22925,CnEverNDo7A3otn1pjT91MXpuNr1Bbf9Wo8rHkwtJwXT,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,31.108855422
22926,CnEverNDo7A3otn1pjT91MXpuNr1Bbf9Wo8rHkwtJwXT,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,11.015529447
22927,5PaUqTwQkPVsYoHpCH7cfcNm6s1EntXQx1StSyBMqawT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,948.603593
22928,5PaUqTwQkPVsYoHpCH7cfcNm6s1EntXQx1StSyBMqawT,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.100000582
22929,4FuwHMxk8o2QXbe5PzQMCGtR3i8xc8Pgk5EZ94xnp5Yf,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,2.08e-07
22930,4qxdwt4BCGLqXSiyY7Td38ikZEM1ZFgWCP5kVG79Lryt,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.530667
22931,EJj7TkJ61S4eGSPTn1fSUbNn5hTysocomnv8NXJpsU9k,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,4.692784101
22932,EJj7TkJ61S4eGSPTn1fSUbNn5hTysocomnv8NXJpsU9k,EP2aYBDD4WvdhnwWLUMyqU69g1ePtEjgYK6qyEAFCHTx,105.912190419
22933,EJj7TkJ61S4eGSPTn1fSUbNn5hTysocomnv8NXJpsU9k,GENEtH5amGSi8kHAtQoezp1XEXwZJ8vcuePYnXdKrMYz,1.016559672
22934,DJkffPQqCGYMzwUL1f8b5akHSqfgD5EHyw3WJ6sL8ydo,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,14.344185
22935,5ZSxxtEhgfmBMqXY3s4zVhzvC6pSTKwzMVi9qsAH55D3,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,21.260860434
22936,5ZSxxtEhgfmBMqXY3s4zVhzvC6pSTKwzMVi9qsAH55D3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9.423575
22937,5ZSxxtEhgfmBMqXY3s4zVhzvC6pSTKwzMVi9qsAH55D3,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,3.331675385
22938,AivKHksDkUFcoj8SZG8qBnF617uxhLDx5XMYD7Tev76J,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2283.913192
22939,AivKHksDkUFcoj8SZG8qBnF617uxhLDx5XMYD7Tev76J,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.1e-08
22940,8bouzfE1KPj6HUsH5kQhj98YNnHfAaqyQQL1g5mygafF,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,85.240165157
22941,8bouzfE1KPj6HUsH5kQhj98YNnHfAaqyQQL1g5mygafF,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,7.871566359
22942,8bouzfE1KPj6HUsH5kQhj98YNnHfAaqyQQL1g5mygafF,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2.033467
22943,9jvrW5nz1gYfSZUka8oxZfGJ4so2ZWjLuud9qC7o2wJT,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22944,9jvrW5nz1gYfSZUka8oxZfGJ4so2ZWjLuud9qC7o2wJT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.000887
22945,DcRAzgkexT2Wi4JC17L5KcNbSuHjUkGLDRch5oi69YhG,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22946,DcRAzgkexT2Wi4JC17L5KcNbSuHjUkGLDRch5oi69YhG,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.474031
22947,8FsPNKcxTwTiJqVskc1FETNyjHaouDyBZe6o9ciRPfhb,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,0.929996165
22948,8FsPNKcxTwTiJqVskc1FETNyjHaouDyBZe6o9ciRPfhb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.059739
22949,8FsPNKcxTwTiJqVskc1FETNyjHaouDyBZe6o9ciRPfhb,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.130848189
22950,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,21jZ1ESEFYh9SBwjT5gqE3jHv3JnaGhgvypLTR96QXW9,100.0
22951,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,1211.546002958
22952,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,3iDLYLV81FgnSAMLrCdCcuMr5QusUktWSAi7oZFTFfUF,3.0
22953,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,8vmfpC295wnxH7mnPw3GpfvD9mCCdJBj81mPfe9PL9Wi,4.0
22954,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,32CHtMAuGaCAZx8Rgp54jSFG3ihbpN5brSvRAWpwEHPv,324.988611104
22955,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,PHnyhLEnsD9SiP9tk9kHHKiCxCTPFnymzPspDqAicMe,20.866665
22956,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,DUSTawucrTsGU8hcqRdHDCbuYhCPADMLM2VcCb8VnFnQ,668.143981473
22957,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,E6eCEE3KqjRD5UxcBYQTdV8Z535hyaBuFin9Udm6s6bz,89.0
22958,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.237404
22959,D5DFQRa1HvAzwCpdJLnyTqRzGTLxLnqHyge5G9dyih5E,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,2.0
22960,RtzHwusuqHNMdoL5KfPhybY8a2yzRyisKXCNLdkL5Qq,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.84e-07
22961,RtzHwusuqHNMdoL5KfPhybY8a2yzRyisKXCNLdkL5Qq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.049166
22962,RtzHwusuqHNMdoL5KfPhybY8a2yzRyisKXCNLdkL5Qq,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,12.062445579
22963,YMXHLETpNHj3X7dbxToAoJTrXahCAzrYe7jyMhJtdo6,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,8.7e-08
22964,YMXHLETpNHj3X7dbxToAoJTrXahCAzrYe7jyMhJtdo6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3.206292
22965,YMXHLETpNHj3X7dbxToAoJTrXahCAzrYe7jyMhJtdo6,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,10.0
22966,AWXDmAaNVMAssMfGwWFW1NqFTJvunZYc35Zj3yiqyknV,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,99.04205
22967,AWXDmAaNVMAssMfGwWFW1NqFTJvunZYc35Zj3yiqyknV,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.86e-07
22968,AWXDmAaNVMAssMfGwWFW1NqFTJvunZYc35Zj3yiqyknV,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,2.0
22969,FQxmkZZT7g7EfUBZMt582Ac1CEawoiAtAn3UzF6PuPaP,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.511229
22970,FQxmkZZT7g7EfUBZMt582Ac1CEawoiAtAn3UzF6PuPaP,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9.7e-08
22971,FQxmkZZT7g7EfUBZMt582Ac1CEawoiAtAn3UzF6PuPaP,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,227.642936881
22972,zd9ummcm5fp2PaetErihJmYhkHWnCkyB1MJs2hsgzDj,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.7e-08
22973,6UHwN7djAY4eGKNMVdVq6LnpRRZGJJn1QN4NjAGpMV9v,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3e-09
22974,6UHwN7djAY4eGKNMVdVq6LnpRRZGJJn1QN4NjAGpMV9v,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,214.439109
22975,5KxyPqGPJ19YtHmcnPDscCFvqwzCZcf1D3X6DyCL3aWP,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.96e-07
22976,5KxyPqGPJ19YtHmcnPDscCFvqwzCZcf1D3X6DyCL3aWP,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2419.033627
22977,7PBMBrYW6S7P2ZE97RCekxpqXH5DimLtp7SmeUzre4XR,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.457334
22978,7PBMBrYW6S7P2ZE97RCekxpqXH5DimLtp7SmeUzre4XR,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,10.8090754
22979,7PBMBrYW6S7P2ZE97RCekxpqXH5DimLtp7SmeUzre4XR,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,500.921899066
22980,3KEvnyAuGkgJp1sMrgq1KfuQaEmdw868hH2Ng2M2BaJn,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.67e-07
22981,3KEvnyAuGkgJp1sMrgq1KfuQaEmdw868hH2Ng2M2BaJn,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.75e-07
22982,3KEvnyAuGkgJp1sMrgq1KfuQaEmdw868hH2Ng2M2BaJn,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.468457
22983,3KEvnyAuGkgJp1sMrgq1KfuQaEmdw868hH2Ng2M2BaJn,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22984,G9jWCZs2MrkHNupNB1T2EBPFQSs1Ysfi6TiY1KebiGxg,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,653.219618778
22985,G9jWCZs2MrkHNupNB1T2EBPFQSs1Ysfi6TiY1KebiGxg,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.63e-07
22986,G9jWCZs2MrkHNupNB1T2EBPFQSs1Ysfi6TiY1KebiGxg,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3.224839
22987,A3uXwAxB52cEtaoQ5sPQJVCy3biU9ifjcEe9QarDHUZP,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,225.253613
22988,A3uXwAxB52cEtaoQ5sPQJVCy3biU9ifjcEe9QarDHUZP,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,4.2e-05
22989,GWpvrXeyHNMigGqt95FC91jRFpiodEHvGCBzJDwbQcdS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,891.011835
22990,BpBHgdJGHFjc65qkupVqHe31Z5WVqezVf4r7Co13Mmjc,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,141.531696
22991,BpBHgdJGHFjc65qkupVqHe31Z5WVqezVf4r7Co13Mmjc,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.180000617
22992,4T97YeqjaQvMES9rBdyLmuFFLjKJUWDm47CN6EmSLe24,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,151.385795
22993,4T97YeqjaQvMES9rBdyLmuFFLjKJUWDm47CN6EmSLe24,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,3.33e-07
22994,4T97YeqjaQvMES9rBdyLmuFFLjKJUWDm47CN6EmSLe24,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,30.698359281
22995,7C1AND4mShpe4J78fA1GTiSRz7HbYamt1Q9yFvnUhCGG,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,1.784885206
22996,7C1AND4mShpe4J78fA1GTiSRz7HbYamt1Q9yFvnUhCGG,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1.314899
22997,5V29JAmSoU2BCZtMVKsDH8xp74uQqNABip28NqwDcjnv,XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,1.0
22998,5V29JAmSoU2BCZtMVKsDH8xp74uQqNABip28NqwDcjnv,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
22999,5V29JAmSoU2BCZtMVKsDH8xp74uQqNABip28NqwDcjnv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,144.660999
23000,5V29JAmSoU2BCZtMVKsDH8xp74uQqNABip28NqwDcjnv,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.95e-07
23001,GZTEGpMW4PEVYz2BfnLXbAuQYm75MXwFFxu7PrGJfvLw,4TGxgCSJQx2GQk9oHZ8dC5m3JNXTYZHjXumKAW3vLnNx,3.527598435
23002,GZTEGpMW4PEVYz2BfnLXbAuQYm75MXwFFxu7PrGJfvLw,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3.116216
23003,GZTEGpMW4PEVYz2BfnLXbAuQYm75MXwFFxu7PrGJfvLw,8z1jFyg9heBFvKVvqMHJQ4UXQqomNpYZHWCsEJhQYaBd,2.0
23004,GZTEGpMW4PEVYz2BfnLXbAuQYm75MXwFFxu7PrGJfvLw,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,0.006914
23005,GZTEGpMW4PEVYz2BfnLXbAuQYm75MXwFFxu7PrGJfvLw,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,1.71e-07
23006,2o8DvREmFsajYnG1iV8WggLdFt82NwR714AsoyzuHpyS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1862.685538
23007,2o8DvREmFsajYnG1iV8WggLdFt82NwR714AsoyzuHpyS,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9.5e-08
23008,Hv2bSpekkEGsscRCwKve5x7KpSqxZeTgLM9FCwAwNUx6,porpKs9ZZERXKkg55f1GRXCiXZK89Uz6VKS8Bv9qWqM,1.0
23009,Hv2bSpekkEGsscRCwKve5x7KpSqxZeTgLM9FCwAwNUx6,CQyosTu6pHVFLSJ4fxttN3qxyyE2C7qkP7jTA3bQCd49,3.0
23010,Hv2bSpekkEGsscRCwKve5x7KpSqxZeTgLM9FCwAwNUx6,ANAxByE6G2WjFp7A4NqtWYXb3mgruyzZYg3spfxe6Lbo,0.383558
23011,Hv2bSpekkEGsscRCwKve5x7KpSqxZeTgLM9FCwAwNUx6,Lrxqnh6ZHKbGy3dcrCED43nsoLkM1LTzU2jRfWe8qUC,0.710384
